N,total_s,last_clear_s,last_discovery_s,tail_s,tail_fraction,last_discovery_to_end_s,discovered_by_6000,cleared_by_6000,all_found_by_6000,all_cleared_by_6000,all_done_5000_6000,tail_measures,tail_no_signal,after_6000_measures,after_6000_no_signal,discovered_total,cleared_total,all_move_s,all_measure_s,all_switch_s,all_clear_s,tail_move_s,tail_measure_s,tail_switch_s,tail_clear_s,after_6000_s,after_6000_tail_s,cost_accounting_error,absent_channel_measures,after_6000_absent_channel_measures,after_6000_clear_successes,after_6000_clear_failures,after6000_discovery_count,seed,completion,error,original_total_s,replay_delta_s,distribution
16,12554.222287,12554.222287,8456.826304,0.0,0.0,4097.395983,12,7,False,False,False,0,0,115,108,16,16,9723.222287,1965.0,354.0,512.0,0,0,0,0,6554.2222870000005,0.0,0.0,101,28,9,144,4,1245000864,True,,12554.222287,0.0,area
14,10182.338119,10182.338119,5655.972567,0.0,0.0,4526.365552,14,9,True,False,False,0,0,92,82,14,14,7656.338119,2060.0,384.0,82.0,0,0,0,0,4182.338119,0.0,0.0,186,72,5,0,0,1245000865,True,,10182.338119,0.0,edge
11,9082.936489,6207.932541,2000.728138,2875.0039479999996,0.31652802499299737,7082.208350999999,11,9,True,False,False,99,99,99,99,11,11,6880.936489,1815.0,332.0,55.0,2292.0039479999996,495.0,88.0,0.0,3082.9364889999997,2875.0039479999996,0.0,279,99,2,0,0,1245000866,True,,9082.936489,0.0,cluster
10,9668.652986,9209.688809,8273.406614,458.96417699999984,0.047469298739397314,1395.2463719999996,8,8,False,False,False,20,20,134,130,10,10,6914.652985999999,2275.0,426.0,53.0,340.96417699999984,100.0,18.0,0.0,3668.652985999999,458.96417699999984,0.0,310,120,2,0,2,1245000867,True,,9668.652986,0.0,outward
11,9537.205054,7895.252553,2722.556204,1641.9525009999998,0.17216286026180683,6814.64885,11,10,True,False,False,63,63,133,132,11,11,7197.205054,1930.0,355.0,55.0,1270.9525009999998,315.0,56.0,0.0,3537.205054,1641.9525009999998,0.0,279,126,1,0,0,1245000868,True,,9537.205054,0.0,area
14,10242.049886,10242.049886,5895.337951,0.0,0.0,4346.711935,14,7,True,False,False,0,0,111,105,14,14,7536.049886000001,2220.0,413.0,73.0,0,0,0,0,4242.049886000001,0.0,0.0,186,72,7,0,0,1245000869,True,,10242.049886,0.0,edge
11,11994.469322,11994.469322,1043.0,0.0,0.0,10951.469322,11,1,True,False,False,0,0,123,120,11,11,8632.469322,2375.0,443.0,544.0,0,0,0,0,5994.469322000001,0.0,0.0,279,99,10,163,0,1245000870,True,,11994.469322,0.0,cluster
16,9978.116581,9978.116581,8391.935685,0.0,0.0,1586.1808959999998,11,8,False,False,False,0,0,81,67,16,16,7012.116581,2085.0,387.0,494.0,0,0,0,0,3978.116581,0.0,0.0,104,32,8,137,5,1245000871,True,,9978.116581,0.0,outward
16,8592.216397,8592.216397,6562.750938,0.0,0.0,2029.465459,15,9,False,False,False,0,0,31,28,16,16,6763.216397,1360.0,248.0,221.0,0,0,0,0,2592.216397,0.0,0.0,86,10,7,46,1,1245000872,True,,8592.216397,0.0,area
15,9414.419475,7312.613612,6466.393736,2101.8058630000005,0.223253899890625,2948.0257390000006,14,12,False,False,False,35,35,55,52,15,15,7170.419475000001,1830.0,336.0,78.0,1898.8058630000005,175.0,28.0,0.0,3414.4194750000006,2101.8058630000005,0.0,155,50,3,1,1,1245000873,True,,9414.419475,0.0,edge
16,2006.78286,2006.78286,1065.148084,0.0,0.0,941.6347760000001,16,16,True,True,False,0,0,0,0,16,16,1430.78286,410.0,77.0,89.0,0,0,0,0,0.0,0.0,0.0,15,0,0,0,0,1245000874,True,,2006.78286,0.0,cluster
13,10891.671323,10891.671323,9009.868234,0.0,0.0,1881.803089000001,7,4,False,False,False,0,0,150,138,13,13,7816.6713230000005,2465.0,461.0,149.0,0,0,0,0,4891.6713230000005,0.0,0.0,217,84,9,28,6,1245000875,True,,10891.671323,0.0,outward
12,12259.74211,12259.74211,7724.967446,0.0,0.0,4534.774664,11,10,False,False,False,0,0,127,125,12,12,9397.74211,2010.0,372.0,480.0,0,0,0,0,6259.742109999999,0.0,0.0,248,104,2,139,1,1245000876,True,,12259.74211,0.0,area
11,9931.198677,9663.287371,7424.730372,267.91130599999997,0.026976734099627354,2506.4683050000003,9,3,False,False,False,9,9,146,138,11,11,6823.198677,2545.0,478.0,85.0,214.91130599999997,45.0,8.0,0.0,3931.1986770000003,267.91130599999997,0.0,279,108,8,8,2,1245000877,True,,9931.198677,0.0,edge
15,7882.255837,1998.857852,1064.269875,5883.397985,0.7464104320723535,6817.985962,15,15,True,True,False,130,130,45,45,15,15,6597.255837,1030.0,177.0,78.0,5129.397985,650.0,104.0,0.0,1882.2558369999997,1882.2558369999997,0.0,155,45,0,0,0,1245000878,True,,7882.255837,0.0,cluster
15,13133.411384,13133.411384,9865.989297,0.0,0.0,3267.422087000001,8,3,False,False,False,0,0,196,179,15,15,9394.411384,2710.0,507.0,522.0,0,0,0,0,7133.411384000001,0.0,0.0,155,63,12,149,7,1245000879,True,,13133.411384,0.0,outward
15,10027.32115,10027.32115,5268.072454,0.0,0.0,4759.248696,15,14,True,False,False,0,0,65,65,15,15,8099.32115,1535.0,276.0,117.0,0,0,0,0,4027.3211499999998,0.0,0.0,155,65,1,12,0,1245000880,True,,10027.32115,0.0,area
13,10700.463639,10700.463639,5691.408713,0.0,0.0,5009.054926,13,6,True,False,False,0,0,112,108,13,13,7945.463639,2265.0,422.0,68.0,0,0,0,0,4700.463639,0.0,0.0,217,77,7,1,0,1245000881,True,,10700.463639,0.0,edge
12,10404.574059,10404.574059,2330.249677,0.0,0.0,8074.324382000001,12,6,True,False,False,0,0,166,166,12,12,7359.5740590000005,2415.0,444.0,186.0,0,0,0,0,4404.5740590000005,0.0,0.0,248,88,6,41,0,1245000882,True,,10404.574059,0.0,cluster
16,11744.028427,11744.028427,5831.338238,0.0,0.0,5912.690188999999,16,7,True,False,False,0,0,29,24,16,16,8584.028427,1710.0,311.0,1139.0,0,0,0,0,5744.028426999999,0.0,0.0,77,0,9,353,0,1245000883,True,,11744.028427,0.0,outward
13,9801.169337,9704.810072,2839.429778,96.35926499999914,0.009831404976979345,6961.739559,13,9,True,False,False,7,7,106,104,13,13,7589.169336999999,1810.0,331.0,71.0,55.35926499999914,35.0,6.0,0.0,3801.1693369999994,96.35926499999914,0.0,217,84,4,2,0,1245000884,True,,9801.169337,0.0,area
10,13256.278146,13256.278146,5975.150341,0.0,0.0,7281.127805000001,10,2,True,False,False,0,0,184,179,10,10,9371.278146,2755.0,516.0,614.0,0,0,0,0,7256.278146000001,0.0,0.0,310,112,8,187,0,1245000885,True,,13256.278146,0.0,edge
15,8930.650246,7390.569834,395.0,1540.0804119999993,0.17244885529917542,8535.650246,15,13,True,False,False,20,20,50,48,15,15,7538.650245999999,1120.0,194.0,78.0,1424.0804119999993,100.0,16.0,0.0,2930.6502459999992,1540.0804119999993,0.0,155,45,2,1,0,1245000886,True,,8930.650246,0.0,cluster
16,9617.622844,9617.622844,8520.672704,0.0,0.0,1096.950139999999,11,6,False,False,False,0,0,90,77,16,16,7040.6228439999995,2100.0,394.0,83.0,0,0,0,0,3617.6228439999995,0.0,0.0,105,29,10,1,5,1245000887,True,,9617.622844,0.0,outward
10,9237.427178,5365.207637,2386.26165,3872.2195409999995,0.41918809928181494,6851.1655279999995,10,10,True,True,False,130,130,110,110,10,10,7004.427178,1845.0,338.0,50.0,3105.2195409999995,650.0,117.0,0.0,3237.427178,3237.427178,0.0,310,110,0,0,0,1245000888,True,,9237.427178,0.0,area
14,9162.516715,7902.268939,1349.0,1260.2477760000002,0.13754384468809128,7813.516715,14,13,True,False,False,24,24,66,65,14,14,7007.516715,1760.0,322.0,73.0,1120.2477760000002,120.0,20.0,0.0,3162.5167149999997,1260.2477760000002,0.0,186,60,1,0,0,1245000889,True,,9162.516715,0.0,edge
10,8679.896395,1886.752296,1019.0,6793.144099,0.7826296294173682,7660.896395,10,10,True,True,False,260,260,110,110,10,10,6554.896395,1755.0,320.0,50.0,5259.144099,1300.0,234.0,0.0,2679.8963949999998,2679.8963949999998,0.0,310,110,0,0,0,1245000890,True,,8679.896395,0.0,cluster
11,11042.284542,11042.284542,6615.174436,0.0,0.0,4427.110105999999,8,6,False,False,False,0,0,143,136,11,11,8045.284541999999,2235.0,416.0,346.0,0,0,0,0,5042.284541999999,0.0,0.0,279,108,5,97,3,1245000891,True,,11042.284542,0.0,outward
15,9484.374441,6580.693706,3019.095825,2903.680735,0.30615416473306656,6465.278616,15,12,True,False,False,55,55,61,60,15,15,7669.374441,1475.0,265.0,75.0,2584.680735,275.0,44.0,0.0,3484.374441,2903.680735,0.0,155,60,3,0,0,1245000892,True,,9484.374441,0.0,area
14,9110.030718,7292.827629,2972.873221,1817.2030889999996,0.1994727729522898,6137.157497,14,13,True,False,False,36,36,64,63,14,14,6828.030718,1865.0,344.0,73.0,1607.2030889999996,180.0,30.0,0.0,3110.030718,1817.2030889999996,0.0,186,60,1,0,0,1245000893,True,,9110.030718,0.0,edge
12,9168.626783,6189.541244,695.0,2979.0855389999997,0.32492167142452216,8473.626783,12,10,True,False,False,88,88,88,88,12,12,7141.626783,1665.0,302.0,60.0,2462.0855389999997,440.0,77.0,0.0,3168.6267829999997,2979.0855389999997,0.0,248,88,2,0,0,1245000894,True,,9168.626783,0.0,cluster
15,9926.296996,9672.22164,9260.110427,254.07535599999937,0.025596187188675106,666.1865689999995,12,9,False,False,False,5,5,120,110,15,15,7313.296995999999,2140.0,398.0,75.0,225.07535599999937,25.0,4.0,0.0,3926.296995999999,254.07535599999937,0.0,155,70,6,0,3,1245000895,True,,9926.296996,0.0,outward
11,9808.143127,9808.143127,8028.349009,0.0,0.0,1779.7941179999998,9,9,False,False,False,0,0,141,137,11,11,7307.143126999999,2020.0,372.0,109.0,0,0,0,0,3808.1431269999994,0.0,0.0,279,114,2,17,2,1245000896,True,,9808.143127,0.0,area
13,10811.965674,10811.965674,9222.499594,0.0,0.0,1589.4660799999983,10,6,False,False,False,0,0,159,149,13,13,7928.965673999999,2365.0,444.0,74.0,0,0,0,0,4811.965673999999,0.0,0.0,217,91,7,0,3,1245000897,True,,10811.965674,0.0,edge
12,8707.016578,7960.768024,890.999127,746.2485540000007,0.08570657323491783,7816.017451000001,12,11,True,False,False,16,16,82,80,12,12,6861.016578000001,1510.0,273.0,63.0,652.2485540000007,80.0,14.0,0.0,2707.0165780000007,746.2485540000007,0.0,248,75,1,0,0,1245000898,True,,8707.016578,0.0,cluster
15,10184.665683,10184.665683,9084.214356,0.0,0.0,1100.4513269999989,9,4,False,False,False,0,0,127,111,15,15,7293.665682999999,2370.0,443.0,78.0,0,0,0,0,4184.665682999999,0.0,0.0,155,60,11,0,6,1245000899,True,,10184.665683,0.0,outward
13,11290.478833,11290.478833,4539.822965,0.0,0.0,6750.655867999999,13,9,True,False,False,0,0,137,134,13,13,8828.478833,1995.0,366.0,101.0,0,0,0,0,5290.478832999999,0.0,0.0,217,97,4,12,0,1245000900,True,,11290.478833,0.0,area
11,9446.384038,9291.60151,6227.068005,154.78252799999973,0.016385373215545285,3219.316033,9,6,False,False,False,9,9,129,117,11,11,6617.384038,2315.0,432.0,82.0,101.78252799999973,45.0,8.0,0.0,3446.384038,154.78252799999973,0.0,279,108,5,3,2,1245000901,True,,9446.384038,0.0,edge
12,8107.351637,1290.695693,431.0,6816.655944,0.8407993447441485,7676.351637,12,12,True,True,False,224,224,72,72,12,12,6386.351637,1410.0,251.0,60.0,5500.655944,1120.0,196.0,0.0,2107.3516369999998,2107.3516369999998,0.0,248,72,0,0,0,1245000902,True,,8107.351637,0.0,cluster
11,9388.708649,6954.924658,2315.0,2433.7839910000002,0.25922457304703184,7073.708649,11,7,True,False,False,72,72,106,103,11,11,6729.708649,2195.0,409.0,55.0,2009.7839910000002,360.0,64.0,0.0,3388.708649,2433.7839910000002,0.0,279,99,4,0,0,1245000903,True,,9388.708649,0.0,outward
16,5809.395759,5809.395759,4749.28505,0.0,0.0,1060.1107089999996,16,16,True,True,True,0,0,0,0,16,16,4513.395759,1005.0,187.0,104.0,0,0,0,0,0.0,0.0,0.0,55,0,0,0,0,1245000904,True,,5809.395759,0.0,area
10,9825.465747,6591.278034,5923.417665,3234.1877130000003,0.3291638072207917,3902.0480820000002,10,8,True,False,False,100,100,123,121,10,10,7187.465747,2175.0,404.0,59.0,2644.1877130000003,500.0,90.0,0.0,3825.465747,3234.1877130000003,0.0,310,120,2,3,0,1245000905,True,,9825.465747,0.0,edge
14,10003.763016,10003.763016,347.0,0.0,0.0,9656.763016,14,10,True,False,False,0,0,85,84,14,14,7758.763016000001,1570.0,281.0,394.0,0,0,0,0,4003.763016000001,0.0,0.0,186,54,4,108,0,1245000906,True,,10003.763016,0.0,cluster
10,10157.635152,10157.635152,7061.479507,0.0,0.0,3096.1556450000007,8,5,False,False,False,0,0,154,143,10,10,7131.635152000001,2505.0,471.0,50.0,0,0,0,0,4157.635152000001,0.0,0.0,310,120,5,0,2,1245000907,True,,10157.635152,0.0,outward
12,9955.981781,9129.674393,3329.559185,826.3073880000011,0.08299607273055948,6626.422596,12,8,True,False,False,16,16,111,108,12,12,7536.981781,1985.0,368.0,66.0,731.3073880000011,80.0,15.0,0.0,3955.9817810000004,826.3073880000011,0.0,248,86,4,0,0,1245000908,True,,9955.981781,0.0,area
10,11779.671904,11779.671904,7581.446994,0.0,0.0,4198.224910000001,7,2,False,False,False,0,0,185,177,10,10,8090.671904000001,2775.0,522.0,392.0,0,0,0,0,5779.671904000001,0.0,0.0,310,120,8,114,3,1245000909,True,,11779.671904,0.0,edge
16,3833.495249,3833.495249,1325.0,0.0,0.0,2508.495249,16,16,True,True,False,0,0,0,0,16,16,2590.495249,520.0,91.0,632.0,0,0,0,0,0.0,0.0,0.0,18,0,0,0,0,1245000910,True,,3833.495249,0.0,cluster
14,10575.001598,10575.001598,8979.960854,0.0,0.0,1595.040744,12,7,False,False,False,0,0,126,118,14,14,7859.001598000001,2170.0,401.0,145.0,0,0,0,0,4575.001598000001,0.0,0.0,186,78,7,25,2,1245000911,True,,10575.001598,0.0,outward
12,10214.505575,10214.505575,5951.520879,0.0,0.0,4262.9846959999995,12,10,True,False,False,0,0,117,116,12,12,7672.505574999999,2090.0,389.0,63.0,0,0,0,0,4214.505574999999,0.0,0.0,248,104,2,0,0,1245000912,True,,10214.505575,0.0,area
10,10061.926964,7980.129796,6210.254537,2081.797168,0.20689845746727684,3851.6724270000004,9,8,False,False,False,60,60,129,126,10,10,7431.926964,2165.0,403.0,62.0,1727.797168,300.0,54.0,0.0,4061.926964,2081.797168,0.0,310,120,2,1,1,1245000913,True,,10061.926964,0.0,edge
12,8888.737,2051.74497,741.838092,6836.992029999999,0.7691747466484834,8146.898907999999,12,12,True,True,False,208,208,86,86,12,12,7133.736999999999,1435.0,257.0,63.0,5614.9920299999985,1040.0,182.0,0.0,2888.736999999999,2888.736999999999,0.0,248,86,0,0,0,1245000914,True,,8888.737,0.0,cluster
15,16854.021471,16854.021471,9219.790235,0.0,0.0,7634.231236,9,3,False,False,False,0,0,176,165,15,15,11848.021471,2705.0,501.0,1800.0,0,0,0,0,10854.021471,0.0,0.0,155,60,12,575,6,1245000915,True,,16854.021471,0.0,outward
10,9708.899177,7433.295705,4134.271305,2275.603471999999,0.2343832632839379,5574.627871999999,10,9,True,False,False,80,80,135,134,10,10,7040.899176999999,2190.0,407.0,71.0,1803.6034719999989,400.0,72.0,0.0,3708.8991769999993,2275.603471999999,0.0,310,130,1,0,0,1245000916,True,,9708.899177,0.0,area
15,11446.047844,11446.047844,6481.011284,0.0,0.0,4965.0365600000005,14,9,False,False,False,0,0,97,93,15,15,8696.047844,2045.0,378.0,327.0,0,0,0,0,5446.047844000001,0.0,0.0,155,60,6,81,1,1245000917,True,,11446.047844,0.0,edge
12,10218.138772,10218.138772,690.0,0.0,0.0,9528.138772,12,9,True,False,False,0,0,111,111,12,12,7622.138772,1845.0,334.0,417.0,0,0,0,0,4218.138772,0.0,0.0,248,96,3,117,0,1245000918,True,,10218.138772,0.0,cluster
13,9189.486574,6831.438827,5818.637717,2358.0477470000005,0.25660277405178133,3370.848857000001,13,10,True,False,False,56,56,83,80,13,13,6769.4865740000005,1985.0,367.0,68.0,2030.0477470000005,280.0,48.0,0.0,3189.4865740000005,2358.0477470000005,0.0,217,77,3,1,0,1245000919,True,,9189.486574,0.0,outward
16,7119.044431,7119.044431,5850.425838,0.0,0.0,1268.6185930000001,16,13,True,False,False,0,0,6,6,16,16,5541.044431,1120.0,201.0,257.0,0,0,0,0,1119.0444310000003,0.0,0.0,70,0,3,59,0,1245000920,True,,7119.044431,0.0,area
13,12543.168946,12543.168946,6809.919957,0.0,0.0,5733.248989,12,7,False,False,False,0,0,108,106,13,13,9235.168946,2255.0,418.0,635.0,0,0,0,0,6543.168946,0.0,0.0,217,77,6,189,1,1245000921,True,,12543.168946,0.0,edge
13,8987.399448,7065.12459,1043.0,1922.2748579999998,0.21388554821915373,7944.399448,13,12,True,False,False,42,42,74,73,13,13,7200.399448,1460.0,262.0,65.0,1675.2748579999998,210.0,37.0,0.0,2987.399448,1922.2748579999998,0.0,217,70,1,0,0,1245000922,True,,8987.399448,0.0,cluster
10,9558.704307,8546.820942,7940.403591,1011.8833649999997,0.10585988775267172,1618.3007159999997,8,6,False,False,False,40,40,147,139,10,10,6659.704307,2400.0,449.0,50.0,775.8833649999997,200.0,36.0,0.0,3558.704307,1011.8833649999997,0.0,310,120,4,0,2,1245000923,True,,9558.704307,0.0,outward
13,11157.734032,11157.734032,3514.717293,0.0,0.0,7643.016739000001,13,12,True,False,False,0,0,115,115,13,13,8664.734032,1870.0,342.0,281.0,0,0,0,0,5157.734032,0.0,0.0,217,98,1,71,0,1245000924,True,,11157.734032,0.0,area
14,9455.795266,8077.757654,6298.832917,1378.0376119999992,0.14573471328794307,3156.9623489999994,13,9,False,False,False,30,30,97,92,14,14,6962.795265999999,2030.0,375.0,88.0,1203.0376119999992,150.0,25.0,0.0,3455.795265999999,1378.0376119999992,0.0,186,76,5,3,1,1245000925,True,,9455.795266,0.0,edge
16,1301.025401,1301.025401,119.0,0.0,0.0,1182.025401,16,16,True,True,False,0,0,0,0,16,16,966.0254010000001,215.0,40.0,80.0,0,0,0,0,0.0,0.0,0.0,4,0,0,0,0,1245000926,True,,1301.025401,0.0,cluster
10,10984.690553,10984.690553,4516.177113,0.0,0.0,6468.513440000001,10,9,True,False,False,0,0,124,124,10,10,7753.690553,2270.0,422.0,539.0,0,0,0,0,4984.690553,0.0,0.0,310,110,1,163,0,1245000927,True,,10984.690553,0.0,outward
15,9821.015106,9821.015106,4336.810508,0.0,0.0,5484.204598000001,15,13,True,False,False,0,0,61,60,15,15,7895.015106000001,1565.0,283.0,78.0,0,0,0,0,3821.0151060000007,0.0,0.0,155,60,2,0,0,1245000928,True,,9821.015106,0.0,area
11,9137.639186,8798.72334,7682.139081,338.9158459999999,0.03709008849017163,1455.500105,10,9,False,False,False,9,9,113,110,11,11,6635.639186,2055.0,380.0,67.0,285.9158459999999,45.0,8.0,0.0,3137.6391860000003,338.9158459999999,0.0,279,102,2,2,1,1245000929,True,,9137.639186,0.0,edge
11,12584.682416,12584.682416,4224.0,0.0,0.0,8360.682416,11,0,True,False,False,0,0,159,159,11,11,8977.682416,2475.0,459.0,673.0,0,0,0,0,6584.682416,0.0,0.0,279,90,11,206,0,1245000930,True,,12584.682416,0.0,cluster
11,9880.599308,9553.892782,7754.282214,326.70652599999994,0.03306545643799929,2126.317094000001,9,4,False,False,False,9,9,145,133,11,11,6934.599308000001,2435.0,456.0,55.0,273.70652599999994,45.0,8.0,0.0,3880.5993080000007,326.70652599999994,0.0,279,108,7,0,2,1245000931,True,,9880.599308,0.0,outward
15,9856.533457,9856.533457,2195.789135,0.0,0.0,7660.744322,15,13,True,False,False,0,0,76,75,15,15,7941.5334569999995,1510.0,270.0,135.0,0,0,0,0,3856.5334569999995,0.0,0.0,155,60,2,20,0,1245000932,True,,9856.533457,0.0,area
15,10888.163572,10419.433653,6001.726878,468.7299189999994,0.04304949277262745,4886.436693999999,14,7,False,False,False,10,10,105,98,15,15,8081.1635719999995,2295.0,428.0,84.0,410.7299189999994,50.0,8.0,0.0,4888.1635719999995,468.7299189999994,0.0,155,58,8,2,1,1245000933,True,,10888.163572,0.0,edge
11,9224.607542,6266.050336,959.0,2958.5572059999995,0.3207244527780258,8265.607542,11,9,True,False,False,90,90,97,97,11,11,7064.607542,1780.0,325.0,55.0,2428.5572059999995,450.0,80.0,0.0,3224.6075419999997,2958.5572059999995,0.0,279,97,2,0,0,1245000934,True,,9224.607542,0.0,cluster
11,9811.273097,9532.289842,8768.654047,278.9832549999992,0.02843496988023951,1042.6190499999993,6,4,False,False,False,9,9,145,129,11,11,6759.273096999999,2515.0,473.0,64.0,225.9832549999992,45.0,8.0,0.0,3811.2730969999993,278.9832549999992,0.0,279,109,7,2,5,1245000935,True,,9811.273097,0.0,outward
12,11333.660525,10353.722467,1978.18847,979.9380579999997,0.08646262660139098,9355.472054999998,12,5,True,False,False,16,16,117,114,12,12,8605.660525,2225.0,413.0,90.0,885.9380579999997,80.0,14.0,0.0,5333.660524999999,979.9380579999997,0.0,248,90,7,10,0,1245000936,True,,11333.660525,0.0,area
10,9747.327435,8710.167332,5588.282293,1037.1601029999983,0.1064045616520318,4159.045141999999,10,6,True,False,False,30,30,112,110,10,10,7097.327434999999,2185.0,406.0,59.0,860.1601029999983,150.0,27.0,0.0,3747.3274349999992,1037.1601029999983,0.0,310,110,4,0,0,1245000937,True,,9747.327435,0.0,edge
16,1818.602074,1818.602074,731.0,0.0,0.0,1087.602074,16,16,True,True,False,0,0,0,0,16,16,1377.602074,300.0,55.0,86.0,0,0,0,0,0.0,0.0,0.0,12,0,0,0,0,1245000938,True,,1818.602074,0.0,cluster
15,12812.735177,12812.735177,8519.100812,0.0,0.0,4293.634365,11,7,False,False,False,0,0,112,104,15,15,9321.735177,2145.0,395.0,951.0,0,0,0,0,6812.7351770000005,0.0,0.0,155,65,8,292,4,1245000939,True,,12812.735177,0.0,outward
11,9811.856669,9811.856669,2357.42009,0.0,0.0,7454.436579000001,11,5,True,False,False,0,0,130,125,11,11,7111.856669000001,2225.0,414.0,61.0,0,0,0,0,3811.8566690000007,0.0,0.0,279,99,6,0,0,1245000940,True,,9811.856669,0.0,area
14,9939.649087,9939.649087,4245.261297,0.0,0.0,5694.38779,14,9,True,False,False,0,0,97,93,14,14,7359.649087,2115.0,395.0,70.0,0,0,0,0,3939.649087,0.0,0.0,186,66,5,0,0,1245000941,True,,9939.649087,0.0,edge
13,11411.960581,11411.960581,2092.815716,0.0,0.0,9319.144864999998,13,1,True,False,False,0,0,90,87,13,13,8544.960581,1995.0,366.0,506.0,0,0,0,0,5411.960580999999,0.0,0.0,217,70,12,147,0,1245000942,True,,11411.960581,0.0,cluster
14,9440.318546,7938.258959,7313.353351,1502.0595870000006,0.15911111258384866,2126.9651950000007,13,9,False,False,False,42,42,93,88,14,14,6901.318546,2080.0,386.0,73.0,1257.0595870000006,210.0,35.0,0.0,3440.3185460000004,1502.0595870000006,0.0,186,78,5,0,1,1245000943,True,,9440.318546,0.0,outward
10,11935.166543,11935.166543,3179.0,0.0,0.0,8756.166543,10,2,True,False,False,0,0,167,167,10,10,8503.166543,2670.0,502.0,260.0,0,0,0,0,5935.166542999999,0.0,0.0,310,115,8,69,0,1245000944,True,,11935.166543,0.0,area
16,8567.925007,8567.925007,4480.121669,0.0,0.0,4087.8033379999997,16,13,True,False,False,0,0,3,3,16,16,6179.925007,1395.0,259.0,734.0,0,0,0,0,2567.925007,0.0,0.0,58,0,3,215,0,1245000945,True,,8567.925007,0.0,edge
15,8237.792671,1986.093219,395.0,6251.699451999999,0.7589046849902201,7842.792670999999,15,15,True,True,False,135,135,50,50,15,15,6972.792670999999,1015.0,172.0,78.0,5468.699451999999,675.0,108.0,0.0,2237.7926709999992,2237.7926709999992,0.0,155,50,0,0,0,1245000946,True,,8237.792671,0.0,cluster
15,9496.896026,9167.079753,5221.811001,329.81627300000036,0.03472884952062761,4275.085025,15,11,True,False,False,10,10,55,54,15,15,7195.896026,1880.0,346.0,75.0,271.81627300000036,50.0,8.0,0.0,3496.8960260000003,329.81627300000036,0.0,155,53,4,0,0,1245000947,True,,9496.896026,0.0,outward
