model,seed,N,C,completion,virtual_time_s,time_per_clear_s,macro_steps,error
baseline,419001205,13,13,True,3833.69494,294.8996107692308,39,
baseline,419001206,10,10,True,2283.564519,228.3564519,20,
baseline,419001207,16,16,True,4365.080063,272.8175039375,40,
baseline,419001208,13,13,True,3100.467646,238.49751123076925,28,
baseline,419001209,10,10,True,3288.00474,328.800474,28,
baseline,419001210,14,14,True,3170.881441,226.4915315,30,
baseline,419001211,12,12,True,3478.227774,289.8523145,39,
baseline,419001212,13,13,True,3875.575452,298.1211886153846,31,
baseline,419001213,16,16,True,3891.883517,243.2427198125,41,
baseline,419001214,14,14,True,2490.683705,177.90597892857141,29,
baseline,419001215,13,13,True,3845.198964,295.7845356923077,39,
baseline,419001216,12,12,True,3752.141375,312.6784479166667,28,
baseline,419001217,12,12,True,3184.676434,265.38970283333333,37,
baseline,419001218,13,13,True,2360.202667,181.5540513076923,21,
baseline,419001219,14,14,True,3903.463329,278.81880921428575,36,
baseline,419001220,11,11,True,2859.245638,259.9314216363636,22,
baseline,419001221,12,12,True,3545.163846,295.4303205,32,
baseline,419001222,12,12,True,2600.012312,216.66769266666665,21,
baseline,419001223,15,15,True,3586.902888,239.1268592,41,
baseline,419001224,11,11,True,3010.867837,273.7152579090909,26,
baseline,419001225,12,12,True,3855.968179,321.33068158333333,32,
baseline,419001226,12,12,True,2488.264378,207.3553648333333,20,
baseline,419001227,13,13,True,3404.907527,261.9159636153846,39,
baseline,419001228,16,16,True,4166.944788,260.43404925,34,
baseline,419001229,13,13,True,3580.634358,275.4334121538461,37,
baseline,419001230,10,10,True,2531.902067,253.1902067,23,
baseline,419001231,14,14,True,3730.504023,266.46457307142856,38,
baseline,419001232,16,16,True,3242.020387,202.6262741875,32,
baseline,419001233,10,10,True,3775.522356,377.5522356,30,
baseline,419001234,11,11,True,2679.930561,243.630051,23,
baseline,419001235,13,13,True,3669.185898,282.2450690769231,38,
baseline,419001236,13,13,True,3418.817977,262.98599823076927,26,
baseline,419001237,12,12,True,4247.744575,353.9787145833333,35,
baseline,419001238,11,11,True,2373.98802,215.8170927272727,20,
baseline,419001239,15,15,True,3816.547524,254.4365016,40,
baseline,419001240,14,14,True,3821.456439,272.96117421428573,27,
baseline,419001241,16,16,True,3285.557834,205.347364625,46,
baseline,419001242,15,15,True,2627.604004,175.17360026666665,25,
baseline,419001243,16,16,True,3717.776449,232.3610280625,40,
baseline,419001244,10,10,True,3044.632249,304.4632249,21,
baseline,419001245,14,14,True,4035.404684,288.24319171428573,37,
baseline,419001246,15,15,True,2576.183707,171.74558046666667,29,
baseline,419001247,13,13,True,3586.238486,275.86449892307695,39,
baseline,419001248,10,10,True,2980.723647,298.0723647,22,
baseline,419001249,12,12,True,3679.526141,306.62717841666665,36,
baseline,419001250,13,13,True,2314.974764,178.07498184615386,29,
baseline,419001251,14,14,True,3383.105087,241.65036335714285,36,
baseline,419001252,12,12,True,3891.299569,324.2749640833333,29,
baseline,419001253,11,11,True,3179.171925,289.01562954545454,30,
baseline,419001254,10,10,True,2530.369789,253.03697889999998,18,
baseline,419001255,16,16,True,4627.451077,289.2156923125,41,
baseline,419001256,14,14,True,3101.002595,221.50018535714284,23,
baseline,419001257,12,12,True,3468.317377,289.0264480833333,33,
baseline,419001258,11,11,True,2776.060809,252.36916445454546,24,
baseline,419001259,12,12,True,3501.31319,291.77609916666665,39,
baseline,419001260,15,15,True,3295.563537,219.7042358,29,
baseline,419001261,16,16,True,3753.255022,234.578438875,43,
baseline,419001262,16,16,True,1352.699074,84.543692125,26,
baseline,419001263,12,12,True,3645.053876,303.75448966666664,33,
baseline,419001264,13,13,True,3388.450919,260.6500706923077,34,
baseline,419001265,14,14,True,3713.34014,265.2385814285714,40,
baseline,419001266,13,13,True,2696.670495,207.4361919230769,21,
baseline,419001267,15,15,True,3845.929923,256.3953282,38,
baseline,419001268,12,12,True,3224.250218,268.6875181666667,24,
baseline,419001269,11,11,True,3472.878594,315.7162358181818,30,
baseline,419001270,15,15,True,2805.959327,187.06395513333334,33,
baseline,419001271,10,10,True,3379.953894,337.9953894,28,
baseline,419001272,15,15,True,3563.853868,237.5902578666667,30,
baseline,419001273,13,13,True,3958.132146,304.47170353846155,36,
baseline,419001274,11,11,True,2201.090827,200.09916609090908,19,
baseline,419001275,13,13,True,3899.986379,299.99895223076925,35,
baseline,419001276,11,11,True,3335.764347,303.2513042727273,28,
baseline,419001277,14,14,True,4020.604379,287.18602707142855,38,
baseline,419001278,16,16,True,1432.925236,89.55782725,22,
baseline,419001279,15,15,True,3846.716219,256.44774793333335,39,
baseline,419001280,14,14,True,3284.318145,234.59415321428574,26,
baseline,419001281,10,10,True,3444.727716,344.4727716,28,
baseline,419001282,15,15,True,3528.541957,235.23613046666665,29,
baseline,419001283,16,16,True,3548.269684,221.76685525,46,
baseline,419001284,15,15,True,3523.357784,234.8905189333333,34,
baseline,419001285,16,16,True,4700.841042,293.802565125,42,
baseline,419001286,16,16,True,1402.563523,87.6602201875,21,
baseline,419001287,14,14,True,3814.720122,272.4800087142857,36,
baseline,419001288,11,11,True,3377.524948,307.0477225454546,26,
baseline,419001289,16,16,True,3202.302999,200.1439374375,45,
baseline,419001290,13,13,True,2745.608208,211.2006313846154,26,
baseline,419001291,14,14,True,4272.877276,305.20551971428574,36,
baseline,419001292,13,13,True,3426.287533,263.56057946153845,28,
baseline,419001293,16,16,True,3837.696198,239.856012375,43,
baseline,419001294,15,15,True,2867.386552,191.15910346666666,26,
baseline,419001295,15,15,True,3517.231706,234.48211373333334,48,
baseline,419001296,14,14,True,3190.89967,227.921405,30,
baseline,419001297,12,12,True,3836.736086,319.72800716666666,34,
baseline,419001298,12,12,True,2602.587673,216.88230608333333,21,
baseline,419001299,12,12,True,3597.565909,299.7971590833333,33,
baseline,419001300,11,11,True,3108.269489,282.56995354545455,25,
baseline,419001301,13,13,True,3656.712939,281.28561069230767,38,
baseline,419001302,13,13,True,2318.241668,178.32628215384617,24,
baseline,419001303,15,15,True,4037.541174,269.1694116,38,
baseline,419001304,11,11,True,3091.678539,281.06168536363634,22,
baseline,419001305,13,13,True,3589.862533,276.14327176923075,38,
baseline,419001306,10,10,True,2508.012952,250.8012952,21,
baseline,419001307,16,16,True,3788.289662,236.768103875,41,
baseline,419001308,12,12,True,3386.699456,282.22495466666663,26,
baseline,419001309,10,10,True,3385.465731,338.5465731,28,
baseline,419001310,13,13,True,2466.111094,189.70085338461539,25,
baseline,419001311,15,15,True,3700.153579,246.67690526666667,42,
baseline,419001312,12,12,True,3749.07594,312.422995,28,
baseline,419001313,10,10,True,3328.725406,332.8725406,33,
baseline,419001314,13,13,True,2329.612152,179.20093476923077,22,
baseline,419001315,14,14,True,3904.469376,278.8906697142857,37,
baseline,419001316,11,11,True,3257.621665,296.1474240909091,25,
baseline,419001317,16,16,True,4063.408059,253.9630036875,44,
baseline,419001318,14,14,True,3008.227935,214.8734239285714,28,
baseline,419001319,11,11,True,3439.288415,312.6625831818182,36,
baseline,419001320,10,10,True,3196.895977,319.68959770000004,24,
baseline,419001321,13,13,True,4076.057423,313.5428786923077,34,
baseline,419001322,14,14,True,2517.439494,179.81710671428573,27,
baseline,419001323,12,12,True,3511.13655,292.5947125,37,
baseline,419001324,16,16,True,3123.268593,195.2042870625,29,
baseline,419001325,13,13,True,3369.735616,259.21043199999997,37,
baseline,419001326,12,12,True,2839.954313,236.6628594166667,23,
baseline,419001327,11,11,True,3574.882458,324.98931436363637,30,
baseline,419001328,15,15,True,3330.277222,222.01848146666669,30,
baseline,419001329,16,16,True,4055.935846,253.495990375,41,
baseline,419001330,13,13,True,2347.506625,180.5774326923077,23,
baseline,419001331,16,16,True,3582.93244,223.9332775,40,
baseline,419001332,14,14,True,3673.139669,262.3671192142857,33,
baseline,419001333,11,11,True,3482.318235,316.574385,30,
baseline,419001334,16,16,True,1539.354856,96.2096785,22,
baseline,419001335,10,10,True,3317.352867,331.7352867,32,
baseline,419001336,11,11,True,3465.793304,315.07211854545454,24,
baseline,419001337,15,15,True,3902.178429,260.1452286,39,
baseline,419001338,15,15,True,2410.322663,160.68817753333332,25,
baseline,419001339,12,12,True,4042.637532,336.886461,34,
baseline,419001340,10,10,True,2753.698922,275.3698922,21,
baseline,419001341,11,11,True,3259.466983,296.3151802727273,32,
baseline,419001342,15,15,True,2757.486497,183.83243313333332,27,
baseline,419001343,14,14,True,3455.305243,246.80751735714284,35,
baseline,419001344,14,14,True,3019.799398,215.699957,27,
baseline,419001345,15,15,True,3531.305701,235.4203800666667,37,
baseline,419001346,16,16,True,1332.11251,83.257031875,25,
baseline,419001347,15,15,True,3861.579267,257.43861780000003,37,
baseline,419001348,14,14,True,4309.945199,307.8532285,35,
baseline,419001349,12,12,True,3193.899792,266.158316,35,
baseline,419001350,14,14,True,2733.956863,195.28263307142856,22,
baseline,419001351,16,16,True,3928.576024,245.5360015,40,
baseline,419001352,12,12,True,3869.534692,322.46122433333335,27,
baseline,419001353,12,12,True,3644.292366,303.6910305,35,
baseline,419001354,10,10,True,2730.794015,273.0794015,20,
baseline,419001355,16,16,True,3703.024033,231.4390020625,46,
baseline,419001356,16,16,True,3576.440033,223.5275020625,34,
baseline,419001357,15,15,True,4313.897421,287.5931614,38,
baseline,419001358,13,13,True,2407.444213,185.1880163846154,24,
baseline,419001359,10,10,True,3350.186373,335.0186373,34,
baseline,419001360,15,15,True,3577.689061,238.51260406666668,31,
baseline,419001361,14,14,True,3613.739223,258.1242302142857,37,
baseline,419001362,15,15,True,2490.340781,166.02271873333333,29,
baseline,419001363,14,14,True,3771.450057,269.3892897857143,37,
baseline,419001364,13,13,True,3368.506197,259.11586130769234,28,
baseline,419001365,16,16,True,3580.513669,223.7821043125,45,
baseline,419001366,12,12,True,2958.748098,246.5623415,31,
baseline,419001367,13,13,True,3190.39305,245.41485,36,
baseline,419001368,11,11,True,3028.343709,275.30397354545454,24,
baseline,419001369,15,15,True,4206.504422,280.43362813333334,38,
baseline,419001370,11,11,True,2506.779215,227.88901954545454,23,
baseline,419001371,11,11,True,4049.987527,368.18068427272726,32,
baseline,419001372,14,14,True,3214.180706,229.58433614285715,30,
baseline,419001373,12,12,True,3344.513339,278.70944491666665,36,
baseline,419001374,12,12,True,2350.205936,195.85049466666666,21,
baseline,419001375,11,11,True,3680.270925,334.57008409090906,30,
baseline,419001376,16,16,True,3342.713503,208.9195939375,34,
baseline,419001377,13,13,True,3685.374524,283.490348,36,
baseline,419001378,13,13,True,2392.44324,184.0340953846154,23,
baseline,419001379,14,14,True,3535.426581,252.5304700714286,37,
baseline,419001380,11,11,True,3712.117763,337.4652511818182,23,
baseline,419001381,11,11,True,3866.943289,351.540299,31,
baseline,419001382,12,12,True,2269.981979,189.16516491666667,20,
baseline,419001383,15,15,True,3928.396918,261.89312786666665,37,
baseline,419001384,16,16,True,4448.082038,278.005127375,37,
baseline,419001385,12,12,True,3613.284314,301.1070261666667,34,
baseline,419001386,15,15,True,2723.124776,181.54165173333334,27,
baseline,419001387,12,12,True,4006.774667,333.89788891666666,33,
baseline,419001388,12,12,True,3024.930519,252.07754325,24,
baseline,419001389,12,12,True,3301.176577,275.09804808333337,34,
baseline,419001390,16,16,True,1609.404574,100.587785875,27,
baseline,419001391,12,12,True,3528.422407,294.03520058333334,38,
baseline,419001392,11,11,True,3379.276902,307.20699109090907,27,
baseline,419001393,12,12,True,3543.547457,295.2956214166667,32,
baseline,419001394,10,10,True,2320.592751,232.0592751,18,
baseline,419001395,15,15,True,3965.549845,264.36998966666664,41,
baseline,419001396,13,13,True,3506.24895,269.7114576923077,27,
baseline,419001397,13,13,True,3319.990372,255.38387476923077,41,
baseline,419001398,16,16,True,1335.957355,83.4973346875,21,
baseline,419001399,15,15,True,4271.812806,284.7875204,41,
baseline,419001400,16,16,True,3592.055178,224.503448625,29,
baseline,419001401,14,14,True,3576.64005,255.4742892857143,40,
baseline,419001402,14,14,True,2738.67268,195.61947714285716,29,
baseline,419001403,11,11,True,3550.965387,322.8150351818182,32,
baseline,419001404,11,11,True,3271.81853,297.4380481818182,26,
baseline,419001405,14,14,True,4200.257724,300.01840885714284,38,
baseline,419001406,13,13,True,2584.915495,198.8396534615385,27,
baseline,419001407,10,10,True,3379.83865,337.98386500000004,28,
baseline,419001408,11,11,True,3404.848122,309.53164745454546,27,
baseline,419001409,14,14,True,3793.503747,270.96455335714285,39,
baseline,419001410,13,13,True,2567.708014,197.51600107692306,28,
baseline,419001411,11,11,True,3399.352256,309.03202327272726,30,
baseline,419001412,14,14,True,3495.105746,249.65041042857143,33,
baseline,419001413,15,15,True,4509.74537,300.6496913333333,38,
baseline,419001414,10,10,True,2461.244169,246.1244169,19,
baseline,419001415,16,16,True,3466.475354,216.654709625,43,
baseline,419001416,11,11,True,3468.367857,315.30616881818185,23,
baseline,419001417,15,15,True,4403.624639,293.5749759333333,38,
baseline,419001418,10,10,True,2432.575877,243.25758770000002,18,
baseline,419001419,16,16,True,4044.558613,252.7849133125,45,
baseline,419001420,11,11,True,3626.648302,329.6953001818182,25,
baseline,419001421,12,12,True,3560.037033,296.66975275,36,
baseline,419001422,16,16,True,1922.048141,120.1280088125,22,
baseline,419001423,13,13,True,4121.700269,317.0538668461538,35,
baseline,419001424,10,10,True,3190.298085,319.0298085,21,
baseline,419001425,16,16,True,3734.288113,233.3930070625,41,
baseline,419001426,13,13,True,2438.548361,187.58064315384615,28,
baseline,419001427,16,16,True,3677.051147,229.8156966875,47,
baseline,419001428,13,13,True,3743.88082,287.9908323076923,24,
baseline,419001429,10,10,True,3115.91344,311.591344,28,
baseline,419001430,10,10,True,2424.757897,242.4757897,20,
baseline,419001431,11,11,True,3469.380497,315.398227,30,
baseline,419001432,16,16,True,4075.259036,254.70368975,38,
baseline,419001433,10,10,True,3408.222699,340.8222699,34,
baseline,419001434,12,12,True,2608.798397,217.39986641666667,25,
baseline,419001435,15,15,True,4113.094058,274.20627053333334,39,
baseline,419001436,13,13,True,3238.846526,249.14204046153844,25,
baseline,419001437,10,10,True,3336.960843,333.6960843,30,
baseline,419001438,15,15,True,3115.551184,207.70341226666667,35,
baseline,419001439,13,13,True,3414.028546,262.61758046153847,41,
baseline,419001440,14,14,True,3309.838747,236.41705335714283,30,
baseline,419001441,10,10,True,3631.528817,363.15288169999997,29,
baseline,419001442,12,12,True,2530.33686,210.861405,23,
baseline,419001443,12,12,True,3409.208742,284.1007285,33,
baseline,419001444,13,13,True,3492.593475,268.66103653846153,31,
baseline,419001445,13,13,True,3571.614582,274.73958323076926,34,
baseline,419001446,16,16,True,1521.555558,95.097222375,32,
baseline,419001447,12,12,True,3707.960598,308.9967165,32,
baseline,419001448,10,10,True,3381.180853,338.11808529999996,20,
baseline,419001449,10,10,True,3371.343394,337.1343394,30,
baseline,419001450,10,10,True,2419.821912,241.9821912,20,
baseline,419001451,15,15,True,3737.339722,249.15598146666667,40,
baseline,419001452,14,14,True,3383.010404,241.64360028571429,25,
baseline,419001453,10,10,True,3188.627978,318.8627978,29,
baseline,419001454,11,11,True,2631.08954,239.18995818181818,19,
baseline,419001455,16,16,True,3809.42448,238.08903,45,
baseline,419001456,14,14,True,3718.087701,265.5776929285714,33,
baseline,419001457,15,15,True,3585.130005,239.008667,41,
baseline,419001458,10,10,True,2285.271176,228.52711760000003,20,
baseline,419001459,10,10,True,3744.390629,374.4390629,29,
baseline,419001460,11,11,True,3040.437971,276.4034519090909,25,
baseline,419001461,14,14,True,3758.708624,268.47918742857144,38,
baseline,419001462,14,14,True,2796.046735,199.7176239285714,29,
baseline,419001463,16,16,True,3415.255578,213.453473625,47,
baseline,419001464,16,16,True,3189.419263,199.3387039375,30,
baseline,419001465,16,16,True,4381.947292,273.87170575,44,
baseline,419001466,14,14,True,2485.241175,177.51722678571429,25,
